first_name,last_name,death_year,bio_url,nationality,art_movement,author_id,bio_info,birth_year
Charles,Le brun,1690,http://www.the-athenaeum.org/people/detail.php?ID=3999,French,Classicist,3999,"
	       French classical painter (Paris, February 24, 1619 - Paris, February 22, 1690). He studied under Nicolas Poussin and Simon Vouet and master of charles de la fosse.

	       Charles Le Brun trained under Vouet, the main Baroque painter in France, during the first half of the century. In 1640 he met his master's rival, Nicolas Poussin, and followed him to Rome in 1642 thanks to the sponsorship of Chancellor Séguier.  He returned to Paris in 1646 and success came immediately as all the greatest statesmen of the time patronized him, including Cardinal Mazarin, the  Prime Minister at the time. With such powerful recommendations, he easily became one of the twelve founders (""the Twelve Elders"") of the French Academy of Painting on 1 February 1648 (directly appointed professor) at only 28.

	    After the deaths of Le Sueur and La Hyre in 1655-6, the French Classical style became less rigorous and moved away from Poussin's lessons. Le Brun mixed it with Flemish Baroque colours to create warmer and larger compositions, which were the most sought after in the country.

	       Thus, Nicolas Fouquet, the Superintendent of Finances and the wealthiest man of France, asked Le Brun to decorate his Palace of Vaux-le-Vicomte, in the south-east of Paris; he subsequently painted large frescoes based on the life of Hercules. After having attended the inaugural party of this luxurious palace, King Louis XIV - who had started his personal rule in 1661 - felt humiliated by Fouquet who appeard more powerful than him. The ambitious Superintendent was consequently disgraced and put to jail by the absolute monarch, who also wanted to build a bigger palace than his former rival's in order to display his power to the nobility and his European counterparts.

	       Louis XIV reassembled for Versailles the team who worked on the Palace of Vaux.  Hardouin-Mansart was architect, Le Notre created the gardens, and Le Brun directed the inner decorations. He has been especially celebrated for the Hall of Mirrors (la Galerie des Glaces) for which he personally painted half of the ceilings - his workshop taking care of the rest. The 1,000 m² of frescos in the gallery were the most important painted work of the century and are still considered as one of the greatest achievements in the history of painting. The gallery extends to 73 meters and ends on each side with the War and Peace Rooms. Its ceilings tell the significant events of the first 18 years of Louis XIV's reign, especially the two wars against Holland in 1667-8 and in 1672-8. Le Brun also designed many sculptures placed in the park and drew the frescoes for the other rooms of the palace, which were finished by his students. His famous Ambassadors Staircase was however destroyed under Louis XV.

	 Apart from Versailles and Vaux-le-Vicomte, Le Brun notably painted four gigantic canvases depicting the Life of Alexander the Great (now in the Louvre) and a series on the Life of Meleager. He moreover designed the Gallery of Apollo in the Louvre Palace but never finished it (the decorations were completed by Delacroix 180 years later). Colbert, the omnipotent Minister of Louis XIV, also had his castle of Sceaux decorated by Le Brun (the renowned Aurora Pavilion). Many other important houses built during the century could boast Le Brun's work, such as the Hôtel Lambert in Paris and the castle of Marly.

	      Le Brun had undisputably the best career in the history of the French Academy. He was promoted Chancellor for life and Rector on 6 July 1655, then Director on 11 September 1683 until his death on 12 February 1690. In fact, Le Brun had de facto started to rule the Academy since the beginning of the personal rule of Louis XIV, in 1661. He was moreover ennobled in December 1662, then appointed First Painter to the King in 1664, first director of the Manufacture of the Gobelins, founder of the French Academy in Rome in 1666, Director and General Guard of the Royal Paintings, and finally Prince of the Academy of Saint-Luc in Rome in 1676.

	     Nonetheless, this unprecedented favour ended with the death of Colbert in 1683. Le Brun's most generous protector was replaced in the Ministry by his rival Louvois, who favoured instead Pierre Mignard, also the leader of the ""Rubéniste"" faction in the Academy. Being a Poussiniste, Le Brun was put aside and deprived from any important royal commissions in his last years.
His output was enormous for the time, albeit he was helped by his numerous collaborators. His drawings are especially prolific and nearly every museum with an interest in old masters has at least one of them. The Louvre Museum obviously owns the best collection, with several thousand drawings - including his famous physionomical sketches made for his classes at the Academy - because the King seized all the contents of his workshop at his death.

	  He was the master to Houasse and La Fosse.",1619
Julian Alden,Weir,1919,http://www.the-athenaeum.org/people/detail.php?ID=546,American,Old Lyme Colony,546,"
	This person is associated with: Tonalism, Art Students League, and Branchville, CT",1852
James Dickson,Innes,1914,http://www.the-athenaeum.org/people/detail.php?ID=4670,United Kingdom,Post-Impressionist,4670,,1887
Jose Mongrell,Torrent,1937,http://www.the-athenaeum.org/people/detail.php?ID=2501,Spanish,,2501,,1870
Sergei Arsenevich,Vinogradov,1938,http://www.the-athenaeum.org/people/detail.php?ID=4313,Russian,,4313,,1869
Lucas,Cranach the elder,1553,http://www.the-athenaeum.org/people/detail.php?ID=3498,German,Renaissance,3498,"German painter, draughtsman and printmaker (Cronach, 1472 - Weimar, 16 October 1553). Father and teacher of Lucas Cranach the Younger.
External links:",1472
John Atkinson,Grimshaw,1893,http://www.the-athenaeum.org/people/detail.php?ID=238,English,,238,,1836
Richard,Ansdell,1885,http://www.the-athenaeum.org/people/detail.php?ID=2475,English,,2475,"Richard Ansdell (11 May 1815  20 April 1885) was an English oil painter of animals and genre scenes. He was also an engraver. The full Wikipedia article can be found here.
A far more detailed article on Ansdell, with many illustrations and comments thereon (including period music, if you wish), can be found on the Border Collie Museum website.",1815
William,Beechey,1839,http://www.the-athenaeum.org/people/detail.php?ID=7037,English,,7037,"English portrait painter who in 1793 became the official portrait painter to Queen Charlotte.  His style was reminiscent of Sir Joshua Reynolds but his output remained solely figure subjects.  He was knighted in 1798.  His most ambitious painting, 'A Review of the Horse Guard with George III and the Prince of Wales', which used to hang at Windsor, was destroyed in the fire of 1992. ",1753
Henri-Edmond,Cross,1910,http://www.the-athenaeum.org/people/detail.php?ID=385,French,Post-Impressionist,385,"French pointillist/neo-impressionist painter (Douai, 20 May 1856 - Saint-Clair, 16 May 1910).",1856
Thomas,Cole,1848,http://www.the-athenaeum.org/people/detail.php?ID=375,English,Romantic,375,,1801
Jean-Georges,Beraud,1936,http://www.the-athenaeum.org/people/detail.php?ID=1360,French,,1360,,1849
,Canaletto,1768,http://www.the-athenaeum.org/people/detail.php?ID=1345,Italian,Veduta,1345,,1697
Richard Edward,Miller,1943,http://www.the-athenaeum.org/people/detail.php?ID=513,American,,513,American Impressionist Painter,1875
Maxime,Maufra,1918,http://www.the-athenaeum.org/people/detail.php?ID=392,French,,392,,1861
Henriette,Ronner-knip,1909,http://www.the-athenaeum.org/people/detail.php?ID=1871,Dutch,,1871,,1821
Joseph,Kleitsch,1931,http://www.the-athenaeum.org/people/detail.php?ID=3372,American,Impressionist,3372,"Joseph Kleitsch was born in Deutsch St. Michael, Branat, Hungary on June 6, 1881. Since Kleitsch’s mother died when he was 3 ½ years old, his stepmother fostered his interest in art by supplying him with paint materials. His artistic talents emerged at 7 years of age and he was awarded a scholarship by his village. Apprenticing under sign painter and mural decorator Lanjarovics, Kleitsch quickly learned different techniques and painting skills within 18 months, quickly exceeding his mentor. He continued his training in Budapest, Munich, and Paris and by 17, he was an accomplished portraitist with such clients as Emperor Franz Joseph of Austria. He received the nickname ‘the little Munkácsy” named after the successful Hungarian realist painter Mihály Munkácsy.

He moved to the United States in 1902 to Cincinnati, Ohio and met and lived with Emma Multner who he married in 1904 in Denver, Colorado. In Denver, Kleitsch’s works began to include landscapes and genre painting. Although he was continuously painting, he was still not well-known. To make ends meet, Kleitsch took on several jobs painting still lifes, and painting advertising illustrations for the Union Pacific Railway.

Kleitsch and his wife traveled to Mexico City from 1907-1909, and he returned again in 1911. The introduction of European modern art in Mexico did not influence Kleitsch’s fondness for painting in an academic-realist approach. By 1912, Kleitsch gained prominence in Mexico as a result of his commissioned portrait of President Madero and his wife and received an award from the Mexico Art Associates for the painting.

He returned to Chicago in 1912 and enrolled as a special student in the Saturday School of the Art Institute of Chicago. Kleitsch painted the likenesses of many prominent citizens of Chicago while further studying at the Art Institute of Chicago. A year after his return, his wife Emma died from complications of nephritis in 1913. He later met and married Edna Gregaitis, a public school art teacher. He became strongly involved with the Palette and Chisel Club and participated in many exhibitions there and at the Art Institute of Chicago. The increased exhibitions of impressionist and post-impressionist paintings, along with old masters, and the occasional European abstract art during this period in Chicago provided Kleitsch with knowledge and awareness of these various styles and its various forms. By 1919, he had gained recognition as an outstanding portraitist by his peers and critics.

At the height of his fame, Kleitsch decided to move to California in 1920. Upon moving to California, he settled in Laguna Beach with his wife Edna and established the Kleitsch Academy. He taught and was active in the local art scene establishing himself as a successful portraitist in the Laguna Art community and exhibited in Los Angeles at Stendahl and Hatfield Galleries. In 1922, he had his first successful one-man solo show at the Stendahl gallery. After the exhibition, Kleitsch consistently made trips to San Francisco, Carmel, and Europe in search of subject matter. He left to Europe and returned in 1927 and held another solo exhibition in 1931. While some of his followers were disappointed by his lack of mission scene paintings, the exhibition received good reviews.

In 1930, when the Depression hit America, Kleitsch went through a difficult period in which he could not collect debts on his paintings. Through all this, he was continually inspired by the local scenery and could often be seen in and around Laguna painting street scenes with figures, gardens in bloom, coastals, and landscapes. Kleitsch died of a heart attack on November 16, 1931 in Santa Ana, California. A memorial exhibition of his works was held at Exposition Park, Los Angeles County Museum of Art in 1933 and another exhibition at the International Art Exhibition containing 27 paintings was organized by his wife Edna and held at the Tower Auditorium of the Drake Hotel in Chicago.",1882
Joaquin Mir,Trinxet,1940,http://www.the-athenaeum.org/people/detail.php?ID=2502,Spanish,,2502,"Barcelona, 1873 - 1940
Pintor de la luz y el color, comenzó estudios de peritaje mercantil que nunca terminó pues su íºnica afición era el dibujo. Interés que compartió con el que será su gran amigo y colega Isidro Nonell. A la edad de diecisiete años, comienza a pintar paisajes de la afueras de la ciudad, siempre bajo la atenta mirada de su familia que no toleraba su dedicación plena a la pintura pero lo permitía como distracción, mientras trabajaba como vendedor de los géneros que importaba su padre.
Su primera formación artística la recibe en la academia privada de Luis Graner, pintor de composiciones ríºsticas, hacia el año 1889 y mas tarde aparece matriculado en la Escuela Oficial de Bellas Artes. Tras participar en la Exposición General de la Academia en 1894, la comisión de la misma compra la pintura ""Sol y sombra"" por un precio de quinientas pesetas, hecho que de algíºn modo marca el inicio de su reconocimiento como artista.
En 1987 será asiduo del restaurante ""Els quatre gats"" local aglutinante de míºsicos, escritores y artistas. En el cartel de invitación del establecimiento que realizó Santiago Rusiñol podía leerse: "" hostería para inapetentes"" o ""Museo para quienes buscan las golosinas del alma"",convirtiéndose en el foco mas importante de renovación de la pintura catalana.",1873
